A05,A11,B06,C05,C07,C09,C10,C12,C16,D14,D18,E04,G09,H12,H23,I21,J12,K20,K22,L21,M17,N16,N17,O01,O19
37.70888374065849,-19.453749927268202,14.898892714383853,16.643851131248354,-17.421846170113795,41.636416279711234,0.33795781876403197,10.876033834635093,11.22847266070979,-70.89641969595104,-8.074435093101757,9.58273064480754,5.153625869345144,-32.025873322732025,36.411779587478094,9.367410429798767,72.25068433691573,-4.610779196482157,-25.15670021347791,-25.22068851987011,26.03275002080727,18.292936676393335,-7.184491473069286,3.651566264465131,-17.149360593914082
98.64964916286536,-70.28374466583352,5.045539849974993,-7.155260248094264,13.884114748906484,26.08205404023988,-27.462351576293436,-38.54996028889652,9.8661051447138,-44.976088466539665,-23.9576427866471,31.574930606442095,3.9879021460572233,6.048544193639032,12.399930765652307,7.758953465227408,8.808664465102439,-13.923310134497711,-25.901012548800367,-22.686794451855867,-39.81514697547494,16.477601485972198,-28.198041656086005,3.7330561173768833,-24.984208574825093
30.849290550424882,19.177186409991215,6.6135039781304314,1.6846936864533433,-15.431949246813318,50.35672956488995,-11.892320011715839,27.474444895182387,15.443830629123937,-55.33148178027371,-21.582570438234242,34.7517124765058,-2.197236655054993,-31.53374420138722,-0.5280409354849027,6.018854936921976,14.649776389714983,-33.733122242751854,-13.117904242658156,-26.514921966164803,-29.879346657304524,2.94882991864526,-9.641306795926143,12.176340904617561,4.299647347444391
34.27574453108596,-30.027904606473378,10.833849379467582,11.179253126780779,-10.649375871094776,76.33245950153074,-25.5501101056299,-17.73512733669709,11.083488257060687,-45.506663054986305,-19.328606733566644,35.53287100802917,4.517708870501109,-22.058525628249303,-11.17842812640591,-10.09133679467635,-1.642210604692636,-13.704308664708918,-45.05915251068488,-45.81055172313178,-15.694025710353742,-13.919449988877844,-25.97356778346041,-45.26852244710699,-4.766776252249572
24.011579514902493,-12.995295549050256,-9.123343553174237,-7.078601734878831,-24.3917698931205,32.133514995126035,-42.832484894995034,-0.44354622419396605,15.403617219538852,-39.93243788899656,-23.437951349881274,19.304949249000202,10.600560659553839,17.55059665274291,3.755862448512857,-0.34994087415647357,-0.7353806480880394,3.615451897150593,-26.08231079083353,-43.55970830895407,-8.577497216883385,-3.9339443233567124,-42.1551614581667,-2.876504672613123,1.770957125093617
6.337827525774756,-10.32270611675208,6.007366263152932,13.368804425956014,-24.2947244012435,18.61811339905637,-45.507751698263,-19.297158944513924,11.29485131732689,-64.5290436045364,-37.50646564743195,27.46123805079972,7.846470874187637,18.50616659419498,-8.709986742439419,18.129426907991732,-25.345469078574126,-18.284471013434228,-33.80217044645096,-33.29982980073737,-34.38176052390034,-16.696777827636865,-5.644843885185026,0.7811761011621458,-25.28498966708332
21.08538150534238,-21.519171211697092,-35.629761039615126,14.009926797519356,-5.91726633007373,28.058231424956176,-24.09128080917276,-18.426586344101523,7.037373135372383,-34.1201044012435,-61.47077650827919,14.368779798737764,-16.57917826162212,-23.114914610847425,-1.629886344726344,-15.118392102130741,-24.288735765714875,-37.57314278539752,-50.15484170872916,-47.704420241752125,-23.912137427861865,-0.36398236090983005,-22.801888553143005,1.8409472660271855,-14.358473334291546
11.431134390402375,-5.424936885278711,-25.499397304361416,-15.916482126124777,6.057479563983931,23.927604391995697,-75.37010930576734,-32.89872715074357,7.908452986472091,-73.58142694654467,3.7869575442076595,13.707333223537784,2.796413188546609,12.483270069482556,5.453157385841017,-21.80687150918527,-10.685633427861887,-32.4578687832105,-77.01731531020377,-47.17198188759069,-11.050021610222533,-10.852874183829101,-17.70808035019374,-7.470405250374936,-21.625021161709668
12.115204956135926,-17.646581685047526,11.089299405929765,-19.492494478880374,-8.19545609041492,31.849095655367307,-52.043400836697174,-29.1304369812235,-9.650205529930062,-82.16147253895906,18.408703617220674,18.4462126533366,-24.11094118532873,26.541088867595484,13.501746997813,-25.614546950793596,-11.520068753811644,-41.35291984810067,-26.988961630280016,-45.91861672200706,-23.83284886172214,-13.90543716783307,-7.137851805861089,-26.732404032866814,-25.750021367876908
11.355271767183183,-61.974528303799026,-68.14986248100483,-1.8292182148838667,15.889486972788033,38.72139152636833,-73.58250919685712,-8.970017559828877,10.227312021369613,-35.11988951396532,29.675014965914645,-10.063199390808649,-11.378501544863838,-14.697549969257864,-19.26794970522996,-38.31092244407649,-41.588585379842634,-58.690358210103966,-54.739151886340956,-41.80589492836174,-19.068700873625403,9.475232825699806,-22.62838106663961,-15.001088677330756,15.091154424893546
47.86480638921512,-17.40120537365661,-90.92675665189955,-33.665659593383054,30.365975285147382,54.53461962059481,-90.4728545728882,-14.289363006404704,11.429079562952978,-48.37887825809182,-18.285650545832283,66.45470521254049,-43.35977756101604,3.406539751874334,1.555554087509364,-54.799914598444225,-27.361956247313262,-51.72778590702331,-63.503951699044066,-6.069694679673945,-37.24467298631603,-1.1632349645402087,-48.77402592979887,-11.585794082916832,27.178524634309895
